case_id	suite	source_locator	source_object	declaration_kind	disposition	provisional_owner	reason	evidence_id
SVELTE-9ABEC113F0F9E90DAC76	runtime-runes	packages/svelte/tests/runtime-runes/samples/async-state-updates-microtask-separated/	e02c84b2f36167fe2f0f7d21a3d6de5ab5085ad9	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-41FA6D2BFD79E9CA4B17	runtime-runes	packages/svelte/tests/runtime-runes/samples/async-static-derived-after-await/	06361ed0b5b74511534e130a2b1ed50db8081323	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-123556280A9D95E5A586	runtime-runes	packages/svelte/tests/runtime-runes/samples/async-static-prop-after-await/	cbecfc6d9993450c0f4e7539e99723f8142332fb	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-0E83699EB790D1560965	runtime-runes	packages/svelte/tests/runtime-runes/samples/async-style-after-await/	9984f4b646fe7d78edeaa8d02ca1bba8070a530a	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-B922E52C24C2A52C37B7	runtime-runes	packages/svelte/tests/runtime-runes/samples/async-svelte-element/	1a5f87bf36b1b45fa7fd06f5c6a8c93e1d306230	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-860AB8C50E471272BF31	runtime-runes	packages/svelte/tests/runtime-runes/samples/async-template-async-sync-mixed/	bfb2eacf1c878eb248e5be3503369f3c70ca9f01	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-A39F2A734FF10EBDF95B	runtime-runes	packages/svelte/tests/runtime-runes/samples/async-time-travelling-derived/	5062a3b2e6a40739f3322b3dae86807908e4dc6a	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-B2556246DA5E768B5472	runtime-runes	packages/svelte/tests/runtime-runes/samples/async-top-level-deriveds/	1d5600a6ca5df64fc384955429c783d349b308c9	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-F50281D27CEFA0436AE3	runtime-runes	packages/svelte/tests/runtime-runes/samples/async-top-level-error-nested-obsolete/	7edb281cb40e2fc54bb65689f10ddbefa24d1abe	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-7B330AAAF6B7593B9B3A	runtime-runes	packages/svelte/tests/runtime-runes/samples/async-top-level-error-nested/	e7d1a5f7083b912911ead6d3b17961f5511aa276	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-472BB6CDBADACF60EB2F	runtime-runes	packages/svelte/tests/runtime-runes/samples/async-top-level-in-if/	d632f75004392d4ef6c9c40adf348d145183513b	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-107CBDCFDA7696BD2131	runtime-runes	packages/svelte/tests/runtime-runes/samples/async-top-level/	b646edce8b8e58b12b6106979581029f74040051	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-43DA28848FBE6F3B78B9	runtime-runes	packages/svelte/tests/runtime-runes/samples/async-transform-empty-statements/	e681660d9124343c5c5c3314ae39a76601f9a2ef	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-04F3D1EBC2501E29BA48	runtime-runes	packages/svelte/tests/runtime-runes/samples/async-transition-blockers/	f03db530dd6adfc8b24e3da0f0f4972979270bba	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-C931D547EE3087F69CB6	runtime-runes	packages/svelte/tests/runtime-runes/samples/async-unresolved-promise/	e144afb0a85ff513c0613f7640b860729d8390b4	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-A0F5553467CE99914396	runtime-runes	packages/svelte/tests/runtime-runes/samples/async-waterfall-on-init/	79f5c9d1d08c0d1d22f7899b68c710c43066a441	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-32E7C1EDB9BCB9E74DC4	runtime-runes	packages/svelte/tests/runtime-runes/samples/async-with-sync-derived/	49fa1ff56fb77c178542422369190ff8a9d160b9	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-06AB54E9802A55B15806	runtime-runes	packages/svelte/tests/runtime-runes/samples/attachment-basic/	b5ab1c31da587c2b7d1323cbfe0e3be3138f7ec5	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-3CBA21DE3BBCAF06446A	runtime-runes	packages/svelte/tests/runtime-runes/samples/attachment-component-falsy/	985a7f1ebb22dd7a920daa0a4dee83db4d9d6124	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-913ECA1DFE10791F5109	runtime-runes	packages/svelte/tests/runtime-runes/samples/attachment-component-spread/	85dc04a8edffce9afe8fd28c2eba166c7ca68dfe	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-2A7E3F34462CE4B8AEF1	runtime-runes	packages/svelte/tests/runtime-runes/samples/attachment-component/	a2a8dda85e84d8ebe0ef9e7e6caeb988b52d1052	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-EEA70ACF7A510A391100	runtime-runes	packages/svelte/tests/runtime-runes/samples/attachment-from-action/	d8e5e252f889eec6c6e2592fa5bfdb6f40e46aad	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-46631174ACE3B653C54B	runtime-runes	packages/svelte/tests/runtime-runes/samples/attachment-reactive/	720f8694415ea419157bc9d02bcb3ff2264dfbf9	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-FA77AB34DBBFB0B9E4C9	runtime-runes	packages/svelte/tests/runtime-runes/samples/attachment-spread-stable/	045cc5d82b5fc427ca48adac9be075ef9f8e1954	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-89E03A1C454A26C81EC7	runtime-runes	packages/svelte/tests/runtime-runes/samples/attachment-spread/	1d7f300530addc00a9302025ea1ad1f5dcb070a0	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-F2D208BC725E67CCAB8F	runtime-runes	packages/svelte/tests/runtime-runes/samples/attachment-svelte-element/	441b57b732866bad243226d88e4a156e47ac2387	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-07C4D10BC3B88522D42B	runtime-runes	packages/svelte/tests/runtime-runes/samples/attribute-boolean-case-insensitivity/	4f506f9a6f283752384800e60c4e1b9cbe7c8aa0	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-AAB02AFDB6251335DBC2	runtime-runes	packages/svelte/tests/runtime-runes/samples/attribute-if-string/	7f6bfafb14562ff817501fe07aba2551a8659d76	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-ED80D15E9FAA1C0C0C1C	runtime-runes	packages/svelte/tests/runtime-runes/samples/attribute-parts/	8955b88f81e3a7ca57676d09d098017502a2e6f0	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-A0298E89B0CE204865F0	runtime-runes	packages/svelte/tests/runtime-runes/samples/attribute-spread-call-expression/	5df0bd53591408d3207f0640ccb2fafdb81c6c46	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-E072DDE11B9EDA74F0FE	runtime-runes	packages/svelte/tests/runtime-runes/samples/attribute-spread-casing/	116563099cfe19084425141116cf3133db846267	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-C28D71C6DEFE95368729	runtime-runes	packages/svelte/tests/runtime-runes/samples/attribute-spread-hidden/	ef25e862345b2f6afb4d2cbe4b1effe55d04fb66	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-E03492B805D75AABF7B7	runtime-runes	packages/svelte/tests/runtime-runes/samples/attribute-spread-input/	d2a45bd5d6e6e8b1331c26c667dfc2b7a8dac53b	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-909FB61EE69A201726D3	runtime-runes	packages/svelte/tests/runtime-runes/samples/attribute-spread-reactivitiy/	f6b64355e35f2244c0bf6f3cfa8cab8d04d9b3e2	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-D606BBF35552B0A8F9EF	runtime-runes	packages/svelte/tests/runtime-runes/samples/autofocus-with-call/	d166b53e28e877ff62071be4d67aa2173f3a1730	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-160FBE794F3C531911FD	runtime-runes	packages/svelte/tests/runtime-runes/samples/await-html-hydration/	eefaead1833cafa48ca5ea8495d75a251b43da5b	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-8F657C86AC4E01EE61D0	runtime-runes	packages/svelte/tests/runtime-runes/samples/await-hydrate-maybe-promise/	1c7a21da02c5fb22c702c7b5eebfe9f1e0c3606b	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-56A253211B633F4D2CD6	runtime-runes	packages/svelte/tests/runtime-runes/samples/await-immediate-fulfilled/	a5f7019e1ba9df9ea31d048f7df77f7c2011b21b	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-81783BABE7F79FB20BD0	runtime-runes	packages/svelte/tests/runtime-runes/samples/await-no-catch-error/	db3fd7659892d29feff21e859f90fe9daae4f7fd	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-3AF63C5FFB6D23D9A5FD	runtime-runes	packages/svelte/tests/runtime-runes/samples/await-non-promise/	2baf77612d187dbf9d2e6329faf8e2ca0e0f329d	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-51B4C3C1AD18302A9CB5	runtime-runes	packages/svelte/tests/runtime-runes/samples/await-pending-destroy/	1fd919d28ffb3ca7c07efb4fa70c6be61a75b2e3	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-37B0D6601B0530A10953	runtime-runes	packages/svelte/tests/runtime-runes/samples/await-pending-persistent/	0db3ba79744b74ef3af735b3eeb57498598678e5	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-EDA39CCD315560A71B62	runtime-runes	packages/svelte/tests/runtime-runes/samples/await-pending-wait/	e3a3d3d4e103c60a68b93de9eba7dc1f05670612	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-4013911B115054036C15	runtime-runes	packages/svelte/tests/runtime-runes/samples/await-render-error-restore-reaction/	4b12aff57dbe3a3a7afd88d3869eca49a3b5f767	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-40653D79DBE37395693D	runtime-runes	packages/svelte/tests/runtime-runes/samples/await-resolve-2/	a4ac2234907c3ef10849a754a491692f10180d63	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-A21B5B0AA7CF2FC7EF12	runtime-runes	packages/svelte/tests/runtime-runes/samples/await-resolve/	9c377331103a529118ae441ab9c1698ab04c2062	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-305B327EC61D5CBFC53D	runtime-runes	packages/svelte/tests/runtime-runes/samples/before-update-in-legacy-child/	be1be968e672b3e685d13c5c5720e71d48626dfc	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-28EEDA634D79980373DD	runtime-runes	packages/svelte/tests/runtime-runes/samples/bigint-increment-mutation/	9c36738cf0d4da759d75edeb7d6416f6aef325b8	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-24A114A8CFC4CE9018AE	runtime-runes	packages/svelte/tests/runtime-runes/samples/bigint-increment/	09300bb2f3e417e47feba78264744ce8497356e8	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-EC4B47C2B30432CE9B09	runtime-runes	packages/svelte/tests/runtime-runes/samples/bigint-invalid/	b652efdf9d27377bf241ed1a2c2a1edfbf13e17e	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-F50EB416404050FE6C93	runtime-runes	packages/svelte/tests/runtime-runes/samples/bind-and-spread-precedence/	0a369c0a5004fe0feeb3108ce859ba51b25acee7	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-E3B735B0B40492877046	runtime-runes	packages/svelte/tests/runtime-runes/samples/bind-and-spread/	a54b2605020519884f6f39db926fff4932131e18	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-323FABBBD5FFD30913DB	runtime-runes	packages/svelte/tests/runtime-runes/samples/bind-current-time-remove-listener/	440a71651863f53b510f7080209a6fdb401aa0fa	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-98A817F2740E6A284824	runtime-runes	packages/svelte/tests/runtime-runes/samples/bind-getter-setter-2/	9ec925d5404ac84b6e8b54a8f7b8a459f8d19deb	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-C8543A22B20AC6A5272D	runtime-runes	packages/svelte/tests/runtime-runes/samples/bind-getter-setter-loop/	1904f86c87bb5492b695235806168f5734ce6319	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-62CB1AB7D15F66DE6C30	runtime-runes	packages/svelte/tests/runtime-runes/samples/bind-getter-setter/	ce66f272160f5b373b33629b11044170d5347c48	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-8E4278F17E2174BE4AA7	runtime-runes	packages/svelte/tests/runtime-runes/samples/bind-state-property/	b08b9b792aaaf4868cac3068bc1827b9dc1f25b5	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-1C0C8F9652957CCEBA41	runtime-runes	packages/svelte/tests/runtime-runes/samples/bind-this-destroy-timing/	02015b29f611528fb4f536f7245e47f901be589c	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-A9EFF147526D3A6A088C	runtime-runes	packages/svelte/tests/runtime-runes/samples/bind-this-destroy-timing2/	1b8421cf952a3c431ca9fa6e921a504d7ee42181	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-98152042867D2757F4D6	runtime-runes	packages/svelte/tests/runtime-runes/samples/bind-this-no-state/	698e02e2756490e20dd25f8ae1f598f0edc84fd8	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-28C35B904D7F8A4E3701	runtime-runes	packages/svelte/tests/runtime-runes/samples/bind-this-order/	d662c6c1a1f30811974899cd21c390274acf8a83	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-0ECC0C95A3705A390D02	runtime-runes	packages/svelte/tests/runtime-runes/samples/bind-this-proxy-deep/	1c6f2386d14ebf5e4e5519fbd317cbcb5988cee7	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-CB619F6C227369A2495B	runtime-runes	packages/svelte/tests/runtime-runes/samples/bind-this-proxy/	48568bdf56937295b5473d1f1b74734c9f8fd8f5	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-8FF4408131138CB49BE4	runtime-runes	packages/svelte/tests/runtime-runes/samples/bind-this-raw/	90986e7a6905918093e8f10acef517b79a9e17e3	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-75D8505DC8CD74B8AE38	runtime-runes	packages/svelte/tests/runtime-runes/samples/bind-value-input-type-dynamic/	1c3c7b423bab916a1873ee7847b909377ad3768a	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-8A377AF139418829ED61	runtime-runes	packages/svelte/tests/runtime-runes/samples/bind-value-state/	45c7690d714410d309edc40945d0cef62cbf4b00	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-9B56793E4A12B848BCC5	runtime-runes	packages/svelte/tests/runtime-runes/samples/bindable-prop-and-export/	023dfa063c30c7872ded46df88de236d42648d38	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-9487665C0B9C73F89001	runtime-runes	packages/svelte/tests/runtime-runes/samples/binding-interop-derived/	0920ed8b8a899e6f4f8412a24b8b81269e575057	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-2C5C012B3C86FDF0DF9A	runtime-runes	packages/svelte/tests/runtime-runes/samples/binding-interop/	a136fcd71cd5fb7aaf16f9d70c08f6420cfe2ef9	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-CDF5B7C2DF5BF6F4FF0C	runtime-runes	packages/svelte/tests/runtime-runes/samples/binding-property-non-reactive-ignored-2/	48d800ba15336ea0a62f9f5d99ccfee81c2a9b4c	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-62F03CC6AC05EF4CBEE8	runtime-runes	packages/svelte/tests/runtime-runes/samples/binding-property-non-reactive-ignored/	612ff3cb0d80ef3053b00b29cff2b6a24a7390f0	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-1AFF3CBC3803C6AF78AF	runtime-runes	packages/svelte/tests/runtime-runes/samples/binding-property-static/	bd77130dba719e33581f25c54c46b4e6ff2b7741	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-E748B7EC4769F9A2C442	runtime-runes	packages/svelte/tests/runtime-runes/samples/binding-property-store/	e7fbf538f63172c7b144a4c12f805b1b582d0c17	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-79FF0C2FF3092B0CD0C5	runtime-runes	packages/svelte/tests/runtime-runes/samples/binding-update-in-each/	40e5c27f50daaacd756ae9408765da00c9de2e5c	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-8968E9AEA92CE596A567	runtime-runes	packages/svelte/tests/runtime-runes/samples/binding-update-while-focused-2/	bd564e17081b13d76834c670f612143525d810bb	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-55D4EC296FAC67DF5D21	runtime-runes	packages/svelte/tests/runtime-runes/samples/binding-update-while-focused-3/	07d35a12517f5212c39e2ee5f7f5d9377fb215ed	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-5DAA0EDCE67FE2DA3EFF	runtime-runes	packages/svelte/tests/runtime-runes/samples/binding-update-while-focused/	8ef03eefe4ee99296b10dfb9401ae4b626a8fb25	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-1F49F2CD511BCA614D75	runtime-runes	packages/svelte/tests/runtime-runes/samples/bindings-form-reset/	7bc90946025a7c012dfde8a191b96b2fe7a91617	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-38834A402F6F59522221	runtime-runes	packages/svelte/tests/runtime-runes/samples/block-dependency-sequence/	2b0595c4092f6188d6a2546feaed0cbd54802c88	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-2E848F345D9E64ABFF98	runtime-runes	packages/svelte/tests/runtime-runes/samples/bound-store-sub/	04bcffbc84d0a896b896c0967302a11a84c3646a	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-F87A6DD2B228B45FC638	runtime-runes	packages/svelte/tests/runtime-runes/samples/boundary-effect-error/	18d7168086711d49a0ca83dd395b1f3c4c4d3086	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-8523B4E1431917BA5576	runtime-runes	packages/svelte/tests/runtime-runes/samples/checkbox-binding-derived/	9536293c6cc3ffd678e03d38a863aa97ff599d86	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-EA8CBD1B10337A9AF14E	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-directive-mutations/	7d31a002b64fefee0ef27fd2bd0e5d2c104b7697	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-CC5DC8FD49276209B3B1	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-directive/	d8696baefaa36c72ad8fda807705ec51b564893e	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-425E5A162DF62691584D	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-disabinguate-private-method-definition/	d455a918b37c8210e363b1587cfb2d8bc47e8b4c	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-2ABD1DE7EAAC2A30A84E	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-private-fields-assignment-shorthand/	36193c342e82f27c0b7bf3df7446ebe9e0bc5038	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-36C56874DCE6A1B62C1E	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-private-fields-logical-assignment/	6b11e19b558180c3d5e53a3d9ab8afb0390cc057	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-89CB168F23CE15C5A478	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-private-fields-reassigned-this/	199c2a63b0160b970b1ee4d4139fea18ff44b449	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-750B1AFD228A8F9BCD1E	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-private-raw-state-object/	561091b15a90649a1182560a3b418e6fb93ed19d	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-05225E00655BE8B83CB7	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-private-raw-state/	f992b9979015c837ecd9a071d46dd3237e02f1fd	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-C514BA55168E5E678C86	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-private-state-increment-other-receiver/	acb19c2de9dd80609453a4f985f7d8e173325a8f	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-011808FEBBFF1327ED1C	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-private-state-increment/	5b274ac57b9919f86e2c9b2be79209c2b07b01b2	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-DBF1F17B4C70A7CDCAFC	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-private-state-init/	38d2bfdd47b65c05ed8d12fa8bd8b0f618d0006e	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-B73AEA3BE27FAB4DAACB	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-private-state-proxy/	52b1bdef9ab529580fb6fec1319a781ce0d7ed36	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-6C904BD7821203425C2A	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-private-state/	e87112d008677b88b7d84fb239ab815c28dd579b	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-5EE491566276C601E0CC	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-raw-state-object/	eb98abe09130c6344c49d5e780c85b18d57d6b77	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-21BE518D83E900518F5C	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-raw-state/	24dbe09768a993fc85e89013d0c5d9dcd206a221	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-71F4AC0F17DBBD7405CA	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-state-conflicting-get-name/	ea79e7e41929c18e60697b4b71b0a2363202733e	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-E9F2AF69D3C1D4430F88	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-state-constructor-closure-private-1/	eb8c8f7b90256f04a7d3054a1b4fda2c74b4e3ee	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-AF4AC10F843094BA28F9	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-state-constructor-closure-private-2/	3e1e0afe33a3167a9dc222c57ca2c71822a43eef	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-16266C2F0B2A0459707E	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-state-constructor-closure-private-3/	0a128b5ffd2b2ca97b533564f6ddf13bea6e2a74	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-F30DC39F177CC7D2A82F	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-state-constructor-closure/	c790ea17a666a5209398e6736279bbc19507bf13	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-254BE18DF5BACBAF12C5	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-state-constructor-conflicting-get-name/	4cf91799868a839abc32fd6d16848d9ec1fd0e3c	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-64E8C66C267F458433A7	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-state-constructor-derived-unowned/	00d6dec2c240a07d9b1314b7432ab6344ecf36f1	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-D307CFB00874B9597A89	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-state-constructor-predeclared-field/	c2b630da5c5749578bdec65b89c3904029f91529	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-B143C1FD4C32D5F50CCF	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-state-constructor-subclass/	3fc2a17d2a9d2eb8a8cf7d6b3c6c21935564bf63	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-6A56D3677E36CCE4FA50	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-state-constructor/	1f4bc85ffa56fb0cef65e56f1d43b616dc9acbd7	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
SVELTE-E98D97136D119ED4BEE5	runtime-runes	packages/svelte/tests/runtime-runes/samples/class-state-deep-update/	450d9a42a942b9e879c4b7ce7905a001b7ba612d	sample-directory	blocked	BS1	BF2 must execute/classify the sample and attach profile/product evidence.	-
